"Strain","ColonyID","Size","MinorAxisLength","Eccentricity","MeanIntensity","Radius","Type","PlateNumber","Date"
"WT_37",48,634,28.032874717958,0.245836223275392,0.528063841020004,14.205930727711,3,"3","G"
"WT_37",49,529,22.5342339044383,0.696601467244,0.528418078917987,12.9763604215984,3,"3","G"
"WT_37",50,504,24.6704405385251,0.49542656506508,0.525814908119698,12.6660247369343,3,"3","G"
"WT_37",51,712,29.7277240033298,0.24003343180338,0.52797049881852,15.054455784347,3,"3","G"
"WT_37",52,989,34.5194295817663,0.327736448688819,0.541083114015838,17.7428429919156,3,"3","G"
"WT_37",53,570,26.3216543549701,0.303736226946465,0.523403874438622,13.4698416889272,3,"3","G"
"WT_37",54,722,29.6598392195065,0.29614743693994,0.534090766797531,15.1598066552544,3,"3","G"
"WT_37",55,644,27.5663350705716,0.396825520723976,0.529831220646727,14.3175265567193,3,"3","G"
"WT_37",56,567,26.1855490002047,0.317356482540971,0.522809552920567,13.4343479732442,3,"3","G"
"WT_37",57,752,30.8040289691575,0.145176647849728,0.538936588935409,15.4715556557901,3,"3","G"
"WT_37",58,605,26.417853996289,0.451660098806265,0.538359057416669,13.8772288711109,3,"3","G"
"WT_37",59,676,28.0364521918667,0.427125683447607,0.535807913866837,14.6689291722417,3,"3","G"
"WT_37",60,848,25.3652712992501,0.81307313808678,0.552649991692591,16.4294486664603,3,"3","G"
"WT_37",61,601,27.1058257354398,0.286448478370048,0.524493947555539,13.8312776559672,3,"3","G"
"WT_37",62,578,26.2285309761154,0.375747277134359,0.526558550022285,13.5640375336487,3,"3","G"
"WT_37",63,645,27.3474634914612,0.462319005991487,0.52098629923805,14.3286383368604,3,"3","G"
"WT_37",64,805,29.2599817964854,0.555669001144122,0.523536228040836,16.0074813252414,3,"3","G"
"WT_37",65,779,30.9397635062925,0.267076609673419,0.537296160241588,15.7468536964428,3,"3","G"
"WT_37",66,784,31.0241439097689,0.270954138926355,0.537652671284908,15.7973083393372,3,"3","G"
"WT_37",67,570,23.5634376768875,0.666827776470995,0.518434194720629,13.4698416889272,3,"3","G"
"WT_37",68,647,28.2226068709633,0.261136806918824,0.528417106129594,14.3508360857796,3,"3","G"
"WT_37",69,789,30.5681552463022,0.370743588564606,0.535408218341568,15.8476023485892,3,"3","G"
"WT_37",70,910,33.2938619207472,0.297557512480349,0.579068384106112,17.0194593459149,3,"3","G"
"WT_37",71,816,31.824926921021,0.230115967491791,0.544678418195281,16.1164781241428,3,"3","G"
"WT_37",72,977,29.2879749815869,0.726577348413992,0.541003398546065,17.6348733707266,3,"3","G"
"WT_37",73,1163,34.5213202467196,0.650136248718751,0.550074500165422,19.2404365239396,3,"3","G"
"WT_37",74,447,21.2710714949995,0.63758585347038,0.517039390087154,11.9283074710604,3,"3","G"
"WT_37",75,483,22.5862654461139,0.589493241746352,0.52237428213748,12.3993417174772,3,"3","G"
"WT_37",76,1016,31.0757149487789,0.66849127622207,0.544660271653837,17.9834046932924,3,"3","G"
"WT_37",77,664,28.0163083167017,0.377524844982195,0.522271620298075,14.5381485900385,3,"3","G"
"WT_37",78,537,26.1012978761984,0.104848394198225,0.529619392023166,13.074112164147,3,"3","G"
"WT_37",79,1008,30.3418599960863,0.699928275465353,0.53377395791586,17.9124639643255,3,"3","G"
"WT_37",80,635,27.8075099201031,0.321474018551558,0.528138692534353,14.2171297288414,3,"3","G"
"WT_37",81,540,25.6778079731887,0.290984438756968,0.527432399657009,13.1105811671049,3,"3","G"
"WT_37",82,725,29.5486291483131,0.328311935765775,0.540763234511721,15.1912694493662,3,"3","G"
"WT_37",83,474,24.0332970445428,0.354096812626454,0.521679568230391,12.2832766821853,3,"3","G"
"WT_37",84,592,26.5902503989342,0.369135203973005,0.531851188687183,13.7273250351554,3,"3","G"
"WT_37",85,745,30.2176182336787,0.276162342497251,0.535365670358263,15.3993787279528,3,"3","G"
"WT_37",86,538,25.7635265209416,0.269277012578308,0.515901099732202,13.0862797909444,3,"3","G"
"WT_37",87,507,25.0074424903738,0.27029835620478,0.520772052564747,12.7036653094759,3,"3","G"
"WT_37",88,494,25.0778477157256,0.170198234201339,0.538224876479634,12.5397401797163,3,"3","G"
"WT_37",89,780,31.0147857619927,0.253560004183438,0.53717959001213,15.7569575497098,3,"3","G"
"WT_37",90,777,24.3307249024115,0.806886201153471,0.527948348233321,15.7266265157155,3,"3","G"
"WT_37",91,519,24.3181793759558,0.482108592972787,0.517655183146758,12.8531253370294,3,"3","G"
"WT_37",92,679,29.2996446194466,0.133312365963863,0.543730032065137,14.7014425387033,3,"3","G"
"WT_37",93,581,26.5008889242358,0.351668327359929,0.534947367792024,13.5991927654836,3,"3","G"
"WT_37",94,734,29.8990403264821,0.2964160822416,0.536812239970036,15.2852692635394,3,"3","G"
"WT_37",95,786,31.443900569635,0.163331430882771,0.535252466422711,15.8174451331579,3,"3","G"
"WT_37",96,849,32.5246088036265,0.211511598553502,0.543019679181455,16.4391329871754,3,"3","G"
"WT_37",97,739,30.2456805215957,0.241997216496027,0.536768436471452,15.3372424473835,3,"3","G"
"WT_37",98,689,23.9452886695383,0.762147381990145,0.572190930747978,14.8093048986315,3,"3","G"
"WT_37",99,654,28.1935927435417,0.330250883587425,0.533993139375363,14.4282592700644,3,"3","G"
"WT_37",100,544,25.3844269450302,0.406494390293214,0.531566751543779,13.1590492849591,3,"3","G"
"WT_37",101,670,28.7436945488292,0.256110876901112,0.528717945823725,14.6036852795156,3,"3","G"
"WT_37",102,692,29.5169016661665,0.160245165185927,0.528581956004084,14.8415107465239,3,"3","G"
"WT_37",103,740,28.7640390177216,0.499215467787567,0.532585682053721,15.3476159639211,3,"3","G"
"WT_37",104,441,21.3945414820824,0.611017880044872,0.525847615820533,11.8479812545029,3,"3","G"
"WT_37",105,785,31.4029523992725,0.176094857087115,0.531780094266918,15.8073799427443,3,"3","G"
"WT_37",106,478,23.0231876547393,0.507670038310578,0.531442815987821,12.334995970646,3,"3","G"
"WT_37",107,774,30.6070563837252,0.317122751036394,0.540487998033876,15.6962368708635,3,"3","G"
"WT_37",108,837,32.0387131519389,0.272355902916068,0.534993656860845,16.3225419201739,3,"3","G"
"WT_37",109,1123,31.4603545586886,0.728632658448365,0.527545871233285,18.9066655490702,3,"3","G"
"WT_37",110,908,27.4456982430536,0.765255346487025,0.535960175522934,17.0007463558187,3,"3","G"
"WT_37",111,814,32.1395130780946,0.0931623413704349,0.537517215367373,16.0967154212779,3,"3","G"
"WT_37",112,971,34.7607840977577,0.216602613650379,0.542507612921649,17.5806399054318,3,"3","G"
"WT_37",113,775,28.8994865262455,0.538792082394726,0.585987089233765,15.7063732857855,3,"3","G"
"WT_37",114,720,29.9726904914037,0.205243699469098,0.540707168943407,15.138795132121,3,"3","G"
"WT_37",115,851,32.677284324173,0.179170690911356,0.53625530597469,16.4584845335895,3,"3","G"
"WT_37",116,872,32.6452151516326,0.285862637521333,0.534356837070774,16.6603187470188,3,"3","G"
"WT_37",117,909,33.506786041509,0.248466123549677,0.543945774925029,17.0101054241608,3,"3","G"
"WT_37",118,725,28.9846737039238,0.417738101304951,0.54802218285505,15.1912694493662,3,"3","G"
"WT_37",119,980,34.7205314400979,0.262565220730745,0.554539761969654,17.6619276541411,3,"3","G"
"WT_37",120,731,30.0538932411301,0.246934577638774,0.531156034418213,15.254000354017,3,"3","G"
"WT_37",121,556,26.0119891305802,0.351794697305758,0.568415239105187,13.3033941803657,3,"3","G"
"WT_37",122,678,28.3904759595585,0.361796603808392,0.52454292902137,14.6906127453081,3,"3","G"
"WT_37",123,809,31.7920394243355,0.200506928672526,0.539434150224135,16.0472021836421,3,"3","G"
"WT_37",124,765,30.4352161627348,0.313825192286339,0.536370598267093,15.6047128435803,3,"3","G"
"WT_37",125,822,31.913090711258,0.238112231971178,0.538365471970857,16.1756213618852,3,"3","G"
"WT_37",126,289,16.686240627222,0.690798540775919,0.537842758410907,9.59122292031186,3,"3","G"
"WT_37",127,975,34.2613325030114,0.332976350636255,0.532370725779571,17.6168140998648,3,"3","G"
"WT_37",128,831,32.3425375697186,0.160298382873627,0.536333972451201,16.2639329628085,3,"3","G"
"WT_37",129,696,20.5854438621072,0.890886130482917,0.513574381203433,14.8843434784312,3,"3","G"
"WT_37",130,965,24.7939465748287,0.881355968490657,0.510759570833667,17.5262386200621,3,"3","G"
"WT_37",131,310,19.394124067988,0.314064296152981,0.506299880258733,9.93358267278101,3,"3","G"
"WT_37",132,636,25.6247445603604,0.61075624224362,0.530783245389389,14.228319915327,3,"3","G"
"WT_37",133,312,15.8061510807765,0.784349396650063,0.55269533905171,9.96557497033376,3,"3","G"
"WT_37",134,501,22.1824091756534,0.667903788699987,0.530418363241433,12.6282719711796,3,"3","G"
"WT_37",135,1323,31.5708990504454,0.867002402056957,0.524437948179622,20.5213054999226,3,"3","G"
"WT_37",136,810,31.8312697085142,0.194327245773921,0.536012378852061,16.0571170453749,3,"3","G"
"WT_37",137,938,27.9793007616248,0.769864738405071,0.549531162505675,17.2793134481783,3,"3","G"
"WT_37",138,640,27.9707449629373,0.284882899303129,0.529778165337482,14.2729929292222,3,"3","G"
"WT_37",139,677,26.8746862958671,0.548268045036965,0.531351612949388,14.6797749623905,3,"3","G"
"WT_37",140,683,28.2806561996179,0.399691567053923,0.530599846565223,14.744682168956,3,"3","G"
"WT_37",141,593,23.4482815951471,0.69349961821466,0.5858440020274,13.738914167684,3,"3","G"
"WT_37",142,900,33.4736068675628,0.214669667009878,0.540731854041697,16.9256875064327,3,"3","G"
"WT_37",143,621,27.4247483487591,0.317918233043378,0.524914434246108,14.0595319737228,3,"3","G"
"WT_37",144,877,33.1590413464066,0.181819913615268,0.546280966948769,16.7080151479218,3,"3","G"
"WT_37",145,767,30.4931025465836,0.310208200220854,0.564985757068966,15.6250978461886,3,"3","G"
"WT_37",146,579,24.9046754844401,0.586512830844837,0.522567212950885,13.5757660594316,3,"3","G"
"WT_37",147,557,26.5001283364181,0.154642100501521,0.534064463453271,13.3153522899085,3,"3","G"
"WT_37",148,682,29.239526285624,0.217942972598559,0.539112419978084,14.7338841578636,3,"3","G"
"WT_37",149,1156,32.7076271871213,0.689022335506921,0.536883595196608,19.1824458406237,3,"3","G"
"WT_37",150,708,30.0413138859393,0.0447872324114062,0.536198589757122,15.0121084268041,3,"3","G"
"WT_37",151,568,24.7921671991596,0.549284958333768,0.539605680927893,13.44618962206,3,"3","G"
"WT_37",152,376,20.7093280740814,0.5160123912348,0.546913834315777,10.9400419197143,3,"3","G"
"WT_37",153,555,24.9880681226332,0.517300555703305,0.522669614493405,13.2914253122832,3,"3","G"
"WT_37",154,501,22.772638565683,0.630400913985197,0.525904791369462,12.6282719711796,3,"3","G"
"WT_37",155,527,25.4167577379426,0.289595897233069,0.524621407374689,12.9518072105347,3,"3","G"
"WT_37",156,523,21.4984227239712,0.731637840118106,0.55393892922604,12.9025606169521,3,"3","G"
"WT_37",157,594,26.3370556238141,0.418051098021428,0.547813210953526,13.7504935327126,3,"3","G"
"WT_37",158,808,31.5587305387138,0.256507702624279,0.541461661721079,16.0372811921629,3,"3","G"
"WT_37",159,822,32.0117034621637,0.211459079410947,0.539084548257846,16.1756213618852,3,"3","G"
"WT_37",160,906,28.6423401549867,0.711946923645635,0.535910731953829,16.9820127453289,3,"3","G"
"WT_37",161,446,23.1304645456933,0.639097970688397,0.54218557781989,11.9149573745763,3,"3","G"
"WT_37",162,538,23.68566895226,0.607583903665091,0.535753250224318,13.0862797909444,3,"3","G"
"WT_37",163,858,31.2251727517497,0.456043661242072,0.540046550067004,16.5260364983771,3,"3","G"
"WT_37",164,485,23.1423576438707,0.534538451041945,0.527851861275906,12.4249867122319,3,"3","G"
"WT_37",165,640,21.1182312878356,0.84797416131274,0.531792649232567,14.2729929292222,3,"3","G"
"WT_37",166,747,30.40259980853,0.242685735699973,0.531594186972304,15.4200351808708,3,"3","G"
"WT_37",167,426,21.8091592477457,0.498239617380847,0.523790282222988,11.6447417968066,3,"3","G"
"WT_37",168,1052,36.0857596630806,0.239157727167792,0.54235650996827,18.2992349639363,3,"3","G"
"WT_37",169,595,26.0039907730917,0.487480017721646,0.52247644834046,13.7620631548963,3,"3","G"
"WT_37",170,574,24.8162355509247,0.584672865747872,0.526182490178783,13.5170216641646,3,"3","G"
"WT_37",171,498,22.7238566263503,0.606429633987666,0.523643590938466,12.5904060029662,3,"3","G"
"WT_37",172,488,22.133717885697,0.636417473546618,0.526245881164329,12.463355264843,3,"3","G"
"WT_37",173,550,23.9706371139774,0.60182207665707,0.529079065174354,13.2314185710031,3,"3","G"
"WT_37",174,913,32.9842549257071,0.356521040901761,0.567385539100107,17.0474903163428,3,"3","G"
"WT_37",175,668,28.8122249706904,0.225449920166731,0.531685730479536,14.5818724439206,3,"3","G"
"WT_37",176,570,23.4301442489637,0.680116212644093,0.531411371912476,13.4698416889272,3,"3","G"
"WT_37",177,613,24.6623193449952,0.65111156531475,0.528327449826351,13.9686778268619,3,"3","G"
"WT_37",178,685,29.2715014640246,0.194834979642682,0.530792583644187,14.7662545026116,3,"3","G"
"WT_37",179,678,28.5758406155394,0.332950117550221,0.532546577554733,14.6906127453081,3,"3","G"
"WT_37",180,869,32.8149927384834,0.236482303154321,0.537752960357756,16.6316352501404,3,"3","G"
"WT_37",181,750,30.8162503258158,0.121892702139978,0.539014095857945,15.4509680809276,3,"3","G"
"WT_37",182,681,28.8623448666979,0.284189179963162,0.533523394590261,14.7230782274347,3,"3","G"
"WT_37",183,678,28.1266465837326,0.415221332825203,0.537215381686929,14.6906127453081,3,"3","G"
"WT_37",184,676,29.1135841054356,0.182110617733269,0.54150265848937,14.6689291722417,3,"3","G"
"WT_37",185,916,29.1244546597957,0.702299645489752,0.526826030557103,17.0754752714047,3,"3","G"
"WT_37",186,431,20.7948823207768,0.661968912438881,0.523721934880313,11.7128801302333,3,"3","G"
"WT_37",187,671,29.2861733720703,0.0570875208500038,0.534995433209345,14.6145794886245,3,"3","G"
"WT_37",188,392,17.5427568055418,0.790913907287259,0.575939593623324,11.1703838512401,3,"3","G"
"WT_37",189,603,27.1188470421764,0.296108584866119,0.533972835140037,13.8542723146626,3,"3","G"
"WT_37",190,660,28.406528016835,0.284940482219033,0.532419613886931,14.4942928382623,3,"3","G"
"WT_37",191,704,29.4033698528011,0.268988444956508,0.544600651610725,14.9696412740382,3,"3","G"
"WT_37",192,717,29.9145799627141,0.207306062513325,0.535937214673799,15.1072230536846,3,"3","G"
"WT_37",193,523,24.4791367587943,0.455309725379979,0.526103923790539,12.9025606169521,3,"3","G"
"WT_37",194,685,26.2093538482157,0.623628436416294,0.558878465980253,14.7662545026116,3,"3","G"
"WT_37",195,961,34.5307787976265,0.229124338192487,0.538777849499687,17.4898770899804,3,"3","G"
"WT_37",196,697,28.2569214504202,0.450809461571487,0.540333304588459,14.8950324158795,3,"3","G"
"WT_37",197,595,26.7599058035788,0.340750305063149,0.545129901533498,13.7620631548963,3,"3","G"
"WT_37",198,950,34.0580816040245,0.287688211103678,0.537380413271711,17.3894908457551,3,"3","G"
"WT_37",199,580,26.5060441802223,0.315548686721351,0.53763422984199,13.5874844613195,3,"3","G"
"WT_37",200,753,30.0698660221134,0.347256744546845,0.55197275976523,15.4818391768031,3,"3","G"
"WT_37",201,491,23.4088893384803,0.524350382036263,0.520221296433434,12.5016060614723,3,"3","G"
"WT_37",202,712,29.6716016491548,0.244670649891487,0.538883403188306,15.054455784347,3,"3","G"
"WT_37",203,772,30.6566612436877,0.297424816362219,0.545019883011147,15.6759443777364,3,"3","G"
"WT_37",204,670,27.7860929769862,0.429629206421053,0.551300184250881,14.6036852795156,3,"3","G"
"WT_37",205,668,28.7193880618995,0.255271454571206,0.537834173354191,14.5818724439206,3,"3","G"
"WT_37",206,778,31.4773061216833,0.0482747833572261,0.541093504451957,15.7367433559485,3,"3","G"
"WT_37",207,748,29.8447951660169,0.367389345492857,0.531673752703814,15.4303530376163,3,"3","G"
"WT_37",208,542,24.6401890890236,0.509504963657618,0.519688462985247,13.134837582232,3,"3","G"
"WT_37",209,728,26.6871870379631,0.658624298085365,0.545206373466459,15.2226672151039,3,"3","G"
"WT_37",210,766,28.6555861982074,0.545346271078026,0.542538830496691,15.6149086714199,3,"3","G"
"WT_37",211,659,28.1541121535841,0.352441649498675,0.539031366168042,14.4833081509411,3,"3","G"
"WT_37",212,646,27.4923422143995,0.408146598896367,0.538080843013145,14.3397415065519,3,"3","G"
"WT_37",213,835,31.7141388910895,0.337583440343647,0.535718141071289,16.3030290119188,3,"3","G"
"WT_37",214,649,27.5885808627941,0.405183988704445,0.551446243413363,14.3729995523996,3,"3","G"
"WT_37",215,565,21.2145776439022,0.783439446547605,0.530629077937485,13.4106333069636,3,"3","G"
"WT_37",216,543,23.2171158803654,0.65359278294363,0.52601294014322,13.1469490071955,3,"3","G"
"WT_37",217,497,22.4840046412948,0.633552096127584,0.530616007855686,12.5777586808359,3,"3","G"
"WT_37",218,546,24.5011652014052,0.513657048901171,0.517059683583119,13.1832165216365,3,"3","G"
"WT_37",219,714,29.1705783124731,0.361488360053363,0.539697897916721,15.0755848554949,3,"3","G"
"WT_37",220,625,24.321642293713,0.674631803837188,0.538563723552362,14.1047395886939,3,"3","G"
"WT_37",221,545,25.4077396146462,0.373979823822875,0.524712319516229,13.1711384462455,3,"3","G"
"WT_37",222,696,28.7981303717669,0.366536734083869,0.543327991962723,14.8843434784312,3,"3","G"
"WT_37",223,539,23.2378693749185,0.647232699163434,0.499894869907662,13.0984361147834,3,"3","G"
"WT_37",224,1116,33.8897392497339,0.598030299294485,0.511509636727326,18.8476479429427,3,"3","G"
"WT_37",225,891,33.2150291888793,0.237663932917055,0.535339646269331,16.840846433293,3,"3","G"
"WT_37",226,472,22.7879827695285,0.51397664004108,0.526002504166571,12.2573352030019,3,"3","G"
"WT_37",227,649,27.7771269075877,0.374675425248976,0.543940770636013,14.3729995523996,3,"3","G"
"WT_37",228,1254,35.5007783205266,0.668649309020986,0.521121546107999,19.979003910968,3,"3","G"
"WT_37",229,1117,36.9798560997292,0.285408876556702,0.523227319742584,18.8560903388612,3,"3","G"
"WT_42",1,386,17.7416845181303,0.771006543576707,0.455352111396615,11.0845665710006,3,"1","G"
"WT_42",2,627,27.4631132791203,0.344378870013545,0.468600703852502,14.127289146798,3,"1","G"
"WT_42",3,949,31.5152451082227,0.572641793707537,0.480519007945833,17.3803360723669,3,"1","G"
"WT_42",4,545,25.296909397371,0.402230108058181,0.463653351776986,13.1711384462455,3,"1","G"
"WT_42",5,766,29.3871043549885,0.467558803886392,0.469088701656442,15.6149086714199,3,"1","G"
"WT_42",6,576,26.2424247546823,0.350416519507153,0.482118517370977,13.5405500051462,3,"1","G"
"WT_42",7,622,27.648333923849,0.268198782740545,0.480867885334522,14.0708474942456,3,"1","G"
"WT_42",8,604,27.2595680458978,0.264185670469308,0.493397321766384,13.8657553438321,3,"1","G"
"WT_42",9,356,19.0884468678046,0.630511968153039,0.450923564802204,10.6451077721848,3,"1","G"
"WT_42",10,381,19.9451111830389,0.607223340294557,0.452850714862504,11.0125413341347,3,"1","G"
"WT_42",11,662,28.2773143699093,0.328226994368435,0.519222837475533,14.5162372760185,3,"1","G"
"WT_42",12,309,17.5767940002243,0.670952004822462,0.449876222054094,9.91754782346883,3,"1","G"
"WT_42",13,527,25.626975625713,0.214472141003734,0.474002108727127,12.9518072105347,3,"1","G"
"WT_42",14,331,18.9862443035329,0.538431450287822,0.462923805006364,10.2645298151856,3,"1","G"
"WT_42",15,753,23.3543581319387,0.827082384964603,0.470886170972158,15.4818391768031,3,"1","G"
"WT_42",16,378,21.0223182250401,0.410870783127926,0.464871608115668,10.9690991871472,3,"1","G"
"WT_42",17,395,21.3549451210551,0.478715929923512,0.507676146499033,11.2130461981835,3,"1","G"
"WT_42",18,498,24.8476358253055,0.242619255905347,0.473382885268175,12.5904060029662,3,"1","G"
"WT_42",19,554,26.3182005009218,0.197696594366798,0.476312475487559,13.2794456565709,3,"1","G"
"WT_42",20,435,22.5821808115728,0.404447345100894,0.494180757393506,11.767106717029,3,"1","G"
"WT_42",21,333,19.7283610006915,0.435428127747874,0.47128527475544,10.2954937763665,3,"1","G"
"WT_42",22,381,20.8833255382288,0.455337122066966,0.463873606996756,11.0125413341347,3,"1","G"
"WT_42",23,641,28.3423959063221,0.186329076387939,0.469389115931,14.284139352576,3,"1","G"
"WT_42",24,524,25.4181710723924,0.255790736686391,0.478740162658506,12.9148898702353,3,"1","G"
"WT_42",25,479,24.5905783314071,0.14550604841982,0.481162983509439,12.3478919448639,3,"1","G"
"WT_42",26,542,24.9638276849197,0.43336764447446,0.482293299597043,13.134837582232,3,"1","G"
"WT_42",27,533,25.1884909947033,0.362568933737533,0.48810479798166,13.0253279934119,3,"1","G"
"WT_42",28,429,23.2884986428234,0.134521544226815,0.482438171223614,11.6856724741388,3,"1","G"
"WT_42",29,600,25.8073693466689,0.496778148643139,0.52775478104911,13.8197659788534,3,"1","G"
"WT_42",30,337,20.196555838927,0.327411676287248,0.471260784056594,10.3571439906925,3,"1","G"
"WT_42",31,487,24.6353783653522,0.216326743767858,0.471040623715546,12.4505788849959,3,"1","G"
"WT_42",32,486,24.4147646102641,0.275987938393024,0.482218669508838,12.4377893809681,3,"1","G"
"WT_42",33,365,21.0634534489681,0.317322185374644,0.470928527121896,10.7788268590364,3,"1","G"
"WT_42",34,434,23.2331376304719,0.224416391287301,0.472794009690207,11.7535735248377,3,"1","G"
"WT_42",35,430,23.3039945668103,0.141568855220731,0.486487009727766,11.6992842113964,3,"1","G"
"WT_42",36,495,24.6934409094772,0.260674357363098,0.483857631999825,12.552425807826,3,"1","G"
"WT_42",37,677,22.9904600437596,0.793831855978636,0.486000017681322,14.6797749623905,3,"1","G"
"WT_42",38,565,26.7421674156515,0.128518665669873,0.479041876634782,13.4106333069636,3,"1","G"
"WT_42",39,687,24.5386863180735,0.731223213661113,0.510319820177765,14.7877953667294,3,"1","G"
"WT_42",40,552,25.7487417985052,0.337482711606096,0.507981681881386,13.255453865238,3,"1","G"
"WT_42",41,604,27.2452205136238,0.268937812125829,0.548010542537088,13.8657553438321,3,"1","G"
"WT_42",42,538,25.5397406141201,0.311318866002792,0.470021107852089,13.0862797909444,3,"1","G"
"WT_42",43,447,23.5311297359949,0.240793725647839,0.480692583150782,11.9283074710604,3,"1","G"
"WT_42",44,425,22.8697225198311,0.26688648153292,0.48698819688688,11.6310662292032,3,"1","G"
"WT_42",45,395,22.290452637334,0.170697055510092,0.485785057306777,11.2130461981835,3,"1","G"
"WT_42",46,340,19.9310417143724,0.415017310080094,0.463595717593004,10.4031418957202,3,"1","G"
"WT_42",47,600,27.0836695363748,0.284623457778364,0.486476119944381,13.8197659788534,3,"1","G"
"WT_42",48,708,29.7253167236884,0.204739684556123,0.477635524396321,15.0121084268041,3,"1","G"
"WT_42",49,472,24.4265742614646,0.135402138042691,0.491371197302236,12.2573352030019,3,"1","G"
"WT_42",50,388,21.5384997714376,0.384153258325809,0.47440957396086,11.1132459632328,3,"1","G"
"WT_42",51,320,18.952151832174,0.499153492161176,0.458170417447555,10.0925300880806,3,"1","G"
"WT_42",52,591,20.2686121255934,0.844974275987941,0.499336898693305,13.7157261103676,3,"1","G"
"WT_42",53,381,21.5133041247255,0.308189224964603,0.485337253918165,11.0125413341347,3,"1","G"
"WT_42",54,621,25.7272595839408,0.549411344455138,0.48537437982874,14.0595319737228,3,"1","G"
"WT_42",55,725,29.3984210641693,0.356582355035783,0.572781097752919,15.1912694493662,3,"1","G"
"WT_42",56,413,19.7142471731194,0.68756909347624,0.462809545230115,11.4656872011191,3,"1","G"
"WT_42",57,321,19.6748561129831,0.383882793397281,0.497567641323994,10.1082873655727,3,"1","G"
"WT_42",58,440,23.3013182293747,0.256238890436043,0.478965614368704,11.8345405454064,3,"1","G"
"WT_42",59,458,23.6425472855547,0.292781799324471,0.482087740691451,12.0741843563934,3,"1","G"
"WT_42",60,565,24.4039887086906,0.566808643313465,0.457470720382124,13.4106333069636,3,"1","G"
"WT_42",61,353,19.6660982800713,0.519649984659134,0.488144456225436,10.6001598960996,3,"1","G"
"WT_42",62,506,24.3967516664511,0.394363054423225,0.507740880069718,12.6911308561924,3,"1","G"
"WT_42",63,366,21.4159394263011,0.218835382234159,0.470633907531641,10.7935822757446,3,"1","G"
"WT_42",64,271,17.0571920003671,0.551979699303459,0.480687594796872,9.28773272418018,3,"1","G"
"WT_42",65,1370,22.9878525902914,0.96709128475699,0.518554395029029,20.8826373830461,3,"1","G"
"WT_42",66,457,24.0588672109122,0.122727573257412,0.481830653014319,12.0609957294575,3,"1","G"
"WT_42",67,421,23.074355234513,0.134193838724853,0.493186296887558,11.5762024033521,3,"1","G"
"WT_42",68,396,22.3986058234071,0.120858149552132,0.492938971969865,11.2272309555287,3,"1","G"
"WT_42",69,560,26.5894080904623,0.145663908304912,0.486553423527684,13.3511623562491,3,"1","G"
"WT_42",70,317,17.7264240550684,0.657927100021994,0.491652059684596,10.0451099506308,3,"1","G"
"WT_42",71,452,22.7626713185428,0.447544267398671,0.495404099119752,11.9948350782774,3,"1","G"
"WT_42",72,323,18.245028680688,0.62615572208542,0.48287312341245,10.1397284597451,3,"1","G"
"WT_42",73,695,29.1942466408439,0.27614738473817,0.504250210616828,14.8736468593864,3,"1","G"
"WT_42",74,333,19.8968110812988,0.404004126380523,0.472423206109199,10.2954937763665,3,"1","G"
"WT_42",75,456,23.9998590104523,0.143734402574027,0.48991799483898,12.0477926650407,3,"1","G"
"WT_42",76,277,17.65960896006,0.502834066702066,0.464321147517262,9.38998607415954,3,"1","G"
"WT_42",77,569,26.586605894842,0.22744869538902,0.482955045188347,13.4580208514691,3,"1","G"
"WT_42",78,299,16.9142618732902,0.703817201868372,0.473460696325882,9.75574989270191,3,"1","G"
"WT_42",79,290,19.0629280561752,0.248769080320565,0.479082488862575,9.60780240186586,3,"1","G"
"WT_42",80,329,20.0367868178366,0.305584075532188,0.495487899736659,10.2334721651289,3,"1","G"
"WT_42",81,376,21.7591588281303,0.16851341315212,0.49057069023844,10.9400419197143,3,"1","G"
"WT_42",82,491,24.1865216260738,0.377508850214339,0.471653341551716,12.5016060614723,3,"1","G"
"WT_42",83,1096,33.1657345718274,0.621066290601128,0.542825795181801,18.6779986951877,3,"1","G"
"WT_42",84,421,22.8990266464866,0.221006567592807,0.48259559740778,11.5762024033521,3,"1","G"
"WT_42",85,312,17.5073336069102,0.684866348297888,0.473267610862829,9.96557497033376,3,"1","G"
"WT_42",86,375,21.4346177091377,0.318606601528868,0.480578538177861,10.9254843059208,3,"1","G"
"WT_42",87,338,20.400715764837,0.268495059463618,0.495034053807126,10.3724992904372,3,"1","G"
"WT_42",88,472,23.5175356037,0.415427215287545,0.48029033403387,12.2573352030019,3,"1","G"
"WT_42",89,277,18.0420864202791,0.407844611057267,0.481646699144037,9.38998607415954,3,"1","G"
"WT_42",90,379,21.6812450515714,0.238119894584484,0.480855837712926,10.983598994121,3,"1","G"
"WT_42",91,567,26.678378181715,0.180676696415074,0.473767945760772,13.4343479732442,3,"1","G"
"WT_42",92,570,26.5341812066413,0.248840328165615,0.481939380826166,13.4698416889272,3,"1","G"
"WT_42",93,293,18.191310025444,0.498818870177884,0.484791869948559,9.65737006911564,3,"1","G"
"WT_42",94,447,23.8037858819203,0.123031695279407,0.482402184957803,11.9283074710604,3,"1","G"
"WT_42",95,349,20.7015278933089,0.284958838521721,0.476826740673388,10.5399312273915,3,"1","G"
"WT_42",96,497,24.8165714487542,0.238350562733052,0.47739229038459,12.5777586808359,3,"1","G"
"WT_42",97,599,27.5923994456723,0.0876780389647763,0.491227858049694,13.8082447046716,3,"1","G"
